epoch,train_loss,eval_loss,eval_top1,eval_top5
0,0.6744716205658057,0.5233046875,77.25,100.0
1,0.6271119129199249,0.3842109375,85.05,100.0
2,0.5944214077332081,0.345935546875,87.275,100.0
3,0.5819714959615316,0.30698828125,89.175,100.0
4,0.5674207447431027,0.321642578125,88.55,100.0
5,0.5676609138265635,0.31080078125,90.25,100.0
6,0.5615026633708905,0.267251953125,91.05,100.0
7,0.5664390155520195,0.2735390625,91.175,100.0
8,0.5517191017667452,0.2759072265625,92.175,100.0
9,0.5506880096135995,0.282259765625,92.5,100.0
10,0.5459870417148639,0.259734375,92.75,100.0
11,0.5249148882352389,0.259234375,92.975,100.0
12,0.5394504247949674,0.2649853515625,93.45,100.0
13,0.5234265841352634,0.2237197265625,94.425,100.0
14,0.5255722111234298,0.1979248046875,94.725,100.0
15,0.5229628370740474,0.2150859375,93.25,100.0
16,0.5107640410080935,0.2430869140625,93.975,100.0
17,0.5109537753921288,0.220712890625,94.9,100.0
18,0.5098408378469639,0.271578125,94.5,100.0
19,0.5155455128122599,0.2223544921875,94.65,100.0
20,0.5099006830117642,0.260537109375,94.925,100.0
21,0.5030390713841487,0.1827451171875,95.55,100.0
22,0.5123805923339648,0.2091962890625,95.175,100.0
23,0.5211258251697589,0.221751953125,95.7,100.0
24,0.5124686272480549,0.1917158203125,95.9,100.0
25,0.49426438544805235,0.202650390625,95.95,100.0
26,0.4904050246263162,0.15456640625,96.275,100.0
27,0.49433434582673585,0.21937890625,95.625,100.0
28,0.4943816742071739,0.2024638671875,96.225,100.0
29,0.4980625605736023,0.2154130859375,96.3,100.0
30,0.49164277639908666,0.2188671875,96.475,100.0
31,0.4895150537292163,0.176849609375,96.475,100.0
32,0.477597917501743,0.18876171875,96.425,100.0
33,0.4821218913182234,0.18199609375,96.525,100.0
34,0.4973542292912801,0.221529296875,95.7,100.0
35,0.48537469884523976,0.1804501953125,96.75,100.0
36,0.503509253454514,0.220248046875,96.2,100.0
37,0.49473731238872576,0.1722587890625,96.45,100.0
38,0.4749120844480319,0.192126953125,96.925,100.0
39,0.4704805440627612,0.198875,96.55,100.0
40,0.46945808617732465,0.1844462890625,96.775,100.0
41,0.48422239090387637,0.1699658203125,96.575,100.0
42,0.4663472257745572,0.168701171875,96.75,100.0
43,0.4593563897487445,0.1853720703125,96.6,100.0
44,0.4717550382782251,0.1736083984375,97.075,100.0
45,0.4614493191624299,0.189732421875,96.775,100.0
46,0.48315091106372005,0.18427734375,96.7,100.0
47,0.49080501878872895,0.1884208984375,97.2,100.0
48,0.46912086869661623,0.1810869140625,97.175,100.0
49,0.48636854516390043,0.1892021484375,97.25,100.0
50,0.45634266141897595,0.1481669921875,97.3,100.0
51,0.47078956816440976,0.166892578125,97.025,100.0
52,0.46277691366580814,0.16994140625,97.075,100.0
53,0.46800569540415055,0.158177734375,97.375,100.0
54,0.46406531238403076,0.159181640625,97.425,100.0
55,0.46614404232838214,0.1824599609375,97.1,100.0
56,0.4869351064165433,0.16692578125,97.275,100.0
57,0.4699770607627355,0.160052734375,97.125,100.0
58,0.44968905586462754,0.16168359375,97.575,100.0
59,0.4559941740754323,0.1892021484375,97.175,100.0
60,0.47445468509044403,0.1888974609375,97.2,100.0
61,0.4640041429262895,0.1626181640625,97.175,100.0
62,0.45685527187127334,0.1575322265625,97.525,100.0
63,0.45151736033268464,0.15246630859375,97.625,100.0
64,0.4601805981917259,0.15510693359375,97.15,100.0
65,0.4596930952408375,0.179560546875,97.375,100.0
66,0.45742981747174877,0.1645439453125,97.525,100.0
67,0.449859472994621,0.18015625,97.425,100.0
68,0.45396640992317444,0.1695498046875,97.675,100.0
69,0.4665076386852142,0.1649248046875,97.675,100.0
70,0.46459957995475865,0.19384375,97.525,100.0
71,0.4604169346201114,0.141712890625,97.875,100.0
72,0.4562964341961421,0.1603017578125,97.65,100.0
73,0.4403795456657043,0.1675107421875,97.925,100.0
74,0.4662656048551584,0.1773017578125,97.9,100.0
75,0.4616365388799936,0.171287109375,97.55,100.0
76,0.4506190931185698,0.1742236328125,97.525,100.0
77,0.4789440373961742,0.1933173828125,97.575,100.0
78,0.45278905695065474,0.1569501953125,97.6,100.0
79,0.4658670293597075,0.188513671875,97.675,100.0
80,0.45648258007489717,0.16555517578125,96.975,100.0
81,0.45097800630789536,0.17053125,97.325,100.0
82,0.4519561510055493,0.16649365234375,97.725,100.0
83,0.4467842192986073,0.1607021484375,97.85,100.0
84,0.44150052907375187,0.1520771484375,97.975,100.0
85,0.44189369945954055,0.16135546875,97.475,100.0
86,0.443516479852872,0.1882724609375,97.425,100.0
87,0.437663475672404,0.15583349609375,97.8,100.0
88,0.46991769644694453,0.16279443359375,98.0,100.0
89,0.4431104138493538,0.1894189453125,97.925,100.0
90,0.4411324468942789,0.203025390625,97.975,100.0
91,0.45064608408854556,0.149767578125,98.25,100.0
92,0.46527033509352267,0.167958984375,98.2,100.0
93,0.43277852084392154,0.14108740234375,97.9,100.0
94,0.437560230302505,0.16289453125,97.675,100.0
95,0.4454527371204816,0.1804326171875,98.15,100.0
96,0.4512324616886102,0.1901962890625,98.15,100.0
97,0.4539041318572484,0.172099609375,97.775,100.0
98,0.44680818609702283,0.14216015625,97.95,100.0
99,0.44891768999588794,0.1751669921875,97.8,100.0
100,0.4391716663271953,0.16306640625,97.675,100.0
101,0.4537141858003078,0.1654208984375,98.15,100.0
102,0.4438986449669569,0.1764296875,98.125,100.0
103,0.44831141982323086,0.15777734375,97.75,100.0
104,0.44027122415793246,0.178796875,98.125,100.0
105,0.45553045777174145,0.1739677734375,98.1,100.0
106,0.4378512578132825,0.1821083984375,97.8,100.0
107,0.4345562335772392,0.16583447265625,98.125,100.0
108,0.4468709268631079,0.154705078125,98.225,100.0
109,0.43058105500844807,0.14999072265625,98.025,100.0
110,0.4493601317398059,0.1739833984375,98.2,100.0
111,0.44015030992718845,0.147181640625,98.225,100.0
112,0.43932550601088083,0.1727568359375,98.425,100.0
113,0.42989416076586795,0.1406513671875,98.45,100.0
114,0.450072751690944,0.1730966796875,98.2,100.0
115,0.45568780925793523,0.17478125,98.275,100.0
116,0.4348128420802263,0.1704248046875,98.125,100.0
117,0.42475295066833496,0.1512890625,98.15,100.0
118,0.45725814682933,0.1702607421875,98.15,100.0
119,0.44854157589949095,0.16374609375,97.75,100.0
120,0.43769594396536166,0.14674853515625,98.45,100.0
121,0.44686359873948955,0.175181640625,98.0,100.0
122,0.429895898183951,0.16283447265625,98.025,100.0
123,0.4305052971228575,0.13974462890625,98.4,100.0
124,0.45836496515533864,0.1524873046875,98.4,100.0
125,0.4448986547306562,0.230701171875,98.375,100.0
126,0.4363093700928566,0.166466796875,98.175,100.0
127,0.44199839253456163,0.15674609375,98.525,100.0
128,0.4306246304932313,0.15726611328125,98.4,100.0
129,0.4407286479687079,0.1544052734375,98.025,100.0
130,0.4319164567650893,0.14402685546875,98.3,100.0
131,0.43961501045104784,0.14896923828125,98.3,100.0
132,0.4411507921341138,0.15201025390625,98.45,100.0
133,0.43932569552308476,0.1710673828125,98.325,100.0
134,0.44830231005564714,0.1700703125,98.175,100.0
135,0.43568226790580994,0.1405556640625,98.175,100.0
136,0.4371317796027049,0.1648486328125,98.4,100.0
137,0.448684244010693,0.1940009765625,98.725,100.0
138,0.43979298227872604,0.1652880859375,98.575,100.0
139,0.4270086051561894,0.13479736328125,98.275,100.0
140,0.44742527193365955,0.1364482421875,98.4,100.0
141,0.4346130331739401,0.1703564453125,98.5,100.0
142,0.43071151085388965,0.1631923828125,98.325,100.0
143,0.4427314220139614,0.159318359375,98.325,100.0
144,0.4397405522565047,0.171119140625,98.45,100.0
145,0.43586645198938173,0.15643408203125,97.975,100.0
146,0.43827241296187425,0.12578125,98.6,100.0
147,0.4459821613362202,0.170212890625,98.65,100.0
148,0.4448808979911682,0.15158642578125,98.425,100.0
149,0.44512843369291377,0.18937890625,98.225,100.0
150,0.44104821731646854,0.15403466796875,98.55,100.0
151,0.42160695561995876,0.13621728515625,98.275,100.0
152,0.4243229784262486,0.1406416015625,98.65,100.0
153,0.44080822207988835,0.171923828125,98.325,100.0
154,0.4330344286102515,0.16852099609375,98.4,100.0
155,0.4440681796807509,0.1539013671875,98.625,100.0
156,0.43048045402153945,0.15230078125,98.675,100.0
157,0.43276965474853146,0.1556962890625,98.425,100.0
158,0.4211150436447217,0.15513671875,98.75,100.0
159,0.4411979576525016,0.150345703125,98.15,100.0
160,0.4213094131495708,0.146580078125,98.5,100.0
161,0.43359715797198123,0.128220703125,98.35,100.0
162,0.43419235572218895,0.2021875,98.35,100.0
163,0.42797600477933884,0.15268994140625,98.675,100.0
164,0.4223600026124563,0.165240234375,98.45,100.0
165,0.4254718698943273,0.15325048828125,98.475,100.0
166,0.43878846023327267,0.1809384765625,98.675,100.0
167,0.432651318418674,0.16451416015625,98.325,100.0
168,0.4254163124431402,0.16031005859375,98.55,100.0
169,0.43288822481647515,0.1615576171875,98.525,100.0
170,0.42381973402240336,0.197326171875,98.45,100.0
171,0.4419102065074138,0.1400556640625,98.7,100.0
172,0.42306058987593037,0.15099462890625,98.55,100.0
173,0.4198485247981854,0.15234375,98.6,100.0
174,0.4354637999756214,0.1705126953125,98.65,100.0
175,0.4496667269521799,0.14716064453125,98.4,100.0
176,0.4361548673074979,0.1601025390625,98.6,100.0
177,0.43703085279617554,0.1660625,98.725,100.0
178,0.42399527084751004,0.15100244140625,98.75,100.0
179,0.4317592255389079,0.1993330078125,98.5,100.0
180,0.4375900958593075,0.1459619140625,98.625,100.0
181,0.4293037734161585,0.15430078125,98.8,100.0
182,0.4213417934683653,0.13806982421875,98.75,100.0
183,0.4149140060330049,0.1534189453125,98.9,100.0
184,0.43104460071294737,0.1511396484375,98.375,100.0
185,0.42430848236649465,0.1800244140625,98.675,100.0
186,0.42953794268079293,0.175751953125,98.625,100.0
187,0.4210734374057024,0.1521669921875,98.725,100.0
188,0.4341450229478188,0.1664375,98.875,100.0
189,0.41824769457945454,0.14417333984375,99.15,100.0
190,0.4444193255442839,0.168900390625,98.65,100.0
191,0.4363739985304001,0.1977138671875,98.75,100.0
192,0.4294382818043232,0.1602705078125,98.8,100.0
193,0.421823117404412,0.15512548828125,98.875,100.0
194,0.4097879987496596,0.14182568359375,98.8,100.0
195,0.4102897119636719,0.1305224609375,98.725,100.0
196,0.43997178045220864,0.1700537109375,98.7,100.0
197,0.42910980108456737,0.1659072265625,98.75,100.0
198,0.43430518358945847,0.15045361328125,98.575,100.0
199,0.42941248025267553,0.14400390625,98.7,100.0
200,0.43778485441819215,0.1540341796875,98.825,100.0
201,0.41441616817162585,0.1540712890625,98.65,100.0
202,0.4108099808486608,0.14691015625,98.775,100.0
203,0.45142285745495403,0.1637783203125,98.675,100.0
204,0.4436976275382898,0.15023046875,98.7,100.0
205,0.42455174067081547,0.157357421875,98.775,100.0
206,0.4270273364889316,0.14956201171875,98.725,100.0
207,0.41060220889556104,0.15785546875,98.775,100.0
208,0.4205644228137456,0.1677802734375,98.75,100.0
209,0.42185890645934987,0.1567431640625,98.8,100.0
210,0.41742913721081537,0.16758984375,98.775,100.0
211,0.42358239615956944,0.1433056640625,98.725,100.0
212,0.421101298278723,0.137904296875,98.725,100.0
213,0.4314523780575165,0.151341796875,98.675,100.0
214,0.4296508254722143,0.14628466796875,98.625,100.0
215,0.41943127480454934,0.1361611328125,98.75,100.0
216,0.41961388452312887,0.1613115234375,98.8,100.0
217,0.42183363208403957,0.1391015625,98.7,100.0
218,0.41408948476115864,0.1678271484375,98.7,100.0
