epoch,train_loss,eval_loss,eval_top1,eval_top5
0,2.2902444986196664,2.0422109375,30.88,83.01
1,2.172378164682633,1.7892796875,37.0,87.73
2,2.1249611518321894,1.6771859375,43.1,90.09
3,2.0597114257323437,1.5529140625,45.79,92.32
4,2.041623746431791,1.4452859375,50.9,93.56
5,2.008511704664964,1.3623375,53.76,94.63
6,1.9883598987872784,1.3192546875,56.49,94.96
7,1.9539422946098524,1.24049375,59.02,95.21
8,1.9562495647332607,1.2133078125,61.01,96.0
9,1.9059234992051737,1.1230546875,63.51,96.55
10,1.903221210455283,1.1098640625,64.17,96.52
11,1.8820698249034393,1.07772421875,66.23,96.97
12,1.851979863949311,1.04519609375,67.06,97.26
13,1.8490651179582644,1.0164203125,68.57,97.32
14,1.8244791452701274,1.00569453125,68.37,97.28
15,1.8180915294549405,0.9646421875,70.77,97.46
16,1.829498072159596,0.94335859375,71.96,97.84
17,1.7798498465464665,0.93290234375,72.75,97.82
18,1.790224014184414,0.89113671875,73.29,97.87
19,1.7683929779590704,0.87431953125,75.13,98.07
20,1.7743893103721815,0.860509375,75.16,98.09
21,1.7623547688508645,0.8087890625,76.19,98.0
22,1.7176143646240234,0.830646875,74.92,97.93
23,1.7360726827230208,0.768834375,76.29,98.48
24,1.7183493675329746,0.7765453125,77.23,98.18
25,1.733382923175127,0.805721875,76.17,98.19
26,1.7287846724192302,0.8193765625,77.8,98.07
27,1.7144927214353511,0.784059375,78.31,98.14
28,1.72338194724841,0.75369375,78.15,98.34
29,1.6862233424798037,0.736078125,79.11,98.6
30,1.6946557100002582,0.77745546875,78.97,98.46
31,1.701985659966102,0.73163203125,79.4,98.51
32,1.728570167834942,0.74018046875,79.54,98.57
33,1.6863725246527257,0.72438671875,79.97,98.55
34,1.675939827087598,0.7107046875,80.92,98.59
35,1.6875758996376624,0.74809375,79.66,98.35
36,1.660109955836565,0.687498046875,81.42,98.89
37,1.6506157789474878,0.6738203125,80.23,98.93
38,1.6388222871682583,0.65933671875,81.69,98.95
39,1.6957526329236152,0.6916453125,80.65,98.62
40,1.650379528143467,0.691640625,80.7,98.54
41,1.6487352481255164,0.668214453125,81.34,98.71
42,1.6728104994847224,0.66127578125,82.17,98.86
43,1.6150515794754028,0.6380640625,81.38,98.75
44,1.6446947813034059,0.6539203125,81.57,98.82
45,1.6569903722176185,0.7219453125,82.2,98.88
46,1.640439904653109,0.66651796875,82.32,98.77
47,1.6446874918081822,0.673984375,82.66,99.05
48,1.6200147396478897,0.6407578125,82.06,98.83
49,1.6070458815648005,0.6445796875,82.86,98.78
50,1.6256038922529954,0.62849765625,82.45,99.18
51,1.6255474946437738,0.66874765625,82.55,98.91
52,1.640764998166989,0.63430078125,81.75,98.97
53,1.6418107913090632,0.69214140625,83.34,99.08
54,1.646299562087426,0.65451875,82.61,98.98
55,1.6329902740625235,0.63756328125,83.43,99.12
56,1.6112709253262252,0.6014234375,82.79,98.91
57,1.6397819757461547,0.63191953125,83.39,98.87
58,1.616696730026832,0.63196640625,83.18,98.94
59,1.6054456203411787,0.6272375,84.01,98.97
60,1.6132945458094279,0.612859375,83.89,99.05
61,1.610532589447804,0.5970375,84.33,99.09
62,1.616427642871172,0.63391328125,83.44,99.0
63,1.647023860613505,0.63189296875,83.88,99.09
64,1.6342172188636583,0.6289578125,83.41,99.02
65,1.5796323580619616,0.62742421875,84.08,99.17
66,1.5755835508688902,0.6410265625,82.0,99.11
67,1.626388099254706,0.641321875,83.98,99.1
68,1.6159042505117562,0.5989265625,84.45,99.07
69,1.6185108759464362,0.6120015625,84.53,99.25
70,1.571897573960133,0.58895390625,84.36,99.31
