Epoch,Batch,Loss,Valid Samples,Learning Rate,Key-Value Pair Counts
1,10,2.2954,1024,0.000120,10 pairs: 1024 images;
1,20,2.2877,1024,0.000120,10 pairs: 1021 images; 4 pairs: 1 images;
44,40,1.8403,1024,0.002508,10 pairs: 56 images; 8 pairs: 65 images; 6 pairs: 170 images; 4 pairs: 244 images; 2 pairs: 489 images;
45,10,1.8309,1024,0.002565,10 pairs: 26 images; 8 pairs: 71 images; 6 pairs: 187 images; 4 pairs: 261 images; 2 pairs: 479 images;
45,20,1.8352,1024,0.002565,10 pairs: 38 images; 8 pairs: 70 images; 6 pairs: 164 images; 4 pairs: 281 images; 2 pairs: 469 images;
45,30,1.8472,1024,0.002565,10 pairs: 45 images; 8 pairs: 88 images; 6 pairs: 172 images; 4 pairs: 251 images; 2 pairs: 468 images;
45,40,1.8336,1024,0.002565,10 pairs: 32 images; 8 pairs: 80 images; 6 pairs: 165 images; 4 pairs: 252 images; 2 pairs: 494 images;
46,10,1.8125,1024,0.002618,10 pairs: 38 images; 8 pairs: 70 images; 6 pairs: 156 images; 4 pairs: 258 images; 2 pairs: 502 images;
46,20,1.8054,1024,0.002618,10 pairs: 38 images; 8 pairs: 83 images; 6 pairs: 154 images; 4 pairs: 239 images; 2 pairs: 507 images;
46,30,1.8203,1024,0.002618,10 pairs: 44 images; 8 pairs: 81 images; 6 pairs: 148 images; 4 pairs: 249 images; 2 pairs: 501 images;
46,40,1.8169,1024,0.002618,10 pairs: 31 images; 8 pairs: 68 images; 6 pairs: 147 images; 4 pairs: 268 images; 2 pairs: 510 images;
47,10,1.8163,1024,0.002669,10 pairs: 33 images; 8 pairs: 72 images; 6 pairs: 163 images; 4 pairs: 231 images; 2 pairs: 525 images;
47,20,1.8405,1024,0.002669,10 pairs: 25 images; 8 pairs: 85 images; 6 pairs: 172 images; 4 pairs: 265 images; 2 pairs: 477 images;
47,30,1.8190,1024,0.002669,10 pairs: 43 images; 8 pairs: 79 images; 6 pairs: 165 images; 4 pairs: 258 images; 2 pairs: 479 images;
47,40,1.8091,1024,0.002669,10 pairs: 40 images; 8 pairs: 55 images; 6 pairs: 165 images; 4 pairs: 259 images; 2 pairs: 503 images;
48,10,1.8252,1024,0.002716,10 pairs: 39 images; 8 pairs: 57 images; 6 pairs: 156 images; 4 pairs: 285 images; 2 pairs: 484 images;
48,20,1.8215,1024,0.002716,10 pairs: 30 images; 8 pairs: 80 images; 6 pairs: 142 images; 4 pairs: 271 images; 2 pairs: 500 images;
48,30,1.8376,1024,0.002716,10 pairs: 29 images; 8 pairs: 53 images; 6 pairs: 173 images; 4 pairs: 268 images; 2 pairs: 500 images;
48,40,1.8085,1024,0.002716,10 pairs: 49 images; 8 pairs: 63 images; 6 pairs: 141 images; 4 pairs: 254 images; 2 pairs: 517 images;
49,10,1.8088,1024,0.002760,10 pairs: 39 images; 8 pairs: 78 images; 6 pairs: 145 images; 4 pairs: 268 images; 2 pairs: 494 images;
49,20,1.8479,1024,0.002760,10 pairs: 41 images; 8 pairs: 70 images; 6 pairs: 146 images; 4 pairs: 269 images; 2 pairs: 496 images;
49,30,1.8461,1024,0.002760,10 pairs: 37 images; 8 pairs: 69 images; 6 pairs: 165 images; 4 pairs: 246 images; 2 pairs: 505 images;
49,40,1.8194,1024,0.002760,10 pairs: 41 images; 8 pairs: 65 images; 6 pairs: 187 images; 4 pairs: 253 images; 2 pairs: 476 images;
50,10,1.8210,1024,0.002801,10 pairs: 55 images; 8 pairs: 61 images; 6 pairs: 165 images; 4 pairs: 245 images; 2 pairs: 497 images;
50,20,1.8191,1024,0.002801,10 pairs: 31 images; 8 pairs: 90 images; 6 pairs: 154 images; 4 pairs: 242 images; 2 pairs: 504 images;
50,30,1.8233,1024,0.002801,10 pairs: 30 images; 8 pairs: 79 images; 6 pairs: 147 images; 4 pairs: 276 images; 2 pairs: 492 images;
50,40,1.8402,1024,0.002801,10 pairs: 41 images; 8 pairs: 56 images; 6 pairs: 153 images; 4 pairs: 269 images; 2 pairs: 505 images;
51,10,1.7939,1024,0.002838,10 pairs: 40 images; 8 pairs: 68 images; 6 pairs: 172 images; 4 pairs: 250 images; 2 pairs: 493 images;
51,20,1.8228,1024,0.002838,10 pairs: 24 images; 8 pairs: 65 images; 6 pairs: 174 images; 4 pairs: 256 images; 2 pairs: 505 images;
51,30,1.8104,1024,0.002838,10 pairs: 33 images; 8 pairs: 75 images; 6 pairs: 146 images; 4 pairs: 254 images; 2 pairs: 516 images;
51,40,1.8183,1024,0.002838,10 pairs: 37 images; 8 pairs: 73 images; 6 pairs: 152 images; 4 pairs: 257 images; 2 pairs: 505 images;
52,10,1.8160,1024,0.002871,10 pairs: 27 images; 8 pairs: 63 images; 6 pairs: 166 images; 4 pairs: 273 images; 2 pairs: 495 images;
52,20,1.8223,1024,0.002871,10 pairs: 25 images; 8 pairs: 64 images; 6 pairs: 160 images; 4 pairs: 261 images; 2 pairs: 514 images;
52,30,1.8241,1024,0.002871,10 pairs: 30 images; 8 pairs: 59 images; 6 pairs: 143 images; 4 pairs: 273 images; 2 pairs: 519 images;
52,40,1.8024,1024,0.002871,10 pairs: 30 images; 8 pairs: 74 images; 6 pairs: 163 images; 4 pairs: 252 images; 2 pairs: 505 images;
53,10,1.8199,1024,0.002901,10 pairs: 46 images; 8 pairs: 49 images; 6 pairs: 165 images; 4 pairs: 272 images; 2 pairs: 492 images;
53,20,1.8364,1024,0.002901,10 pairs: 40 images; 8 pairs: 72 images; 6 pairs: 148 images; 4 pairs: 238 images; 2 pairs: 525 images;
53,30,1.8337,1024,0.002901,10 pairs: 29 images; 8 pairs: 74 images; 6 pairs: 168 images; 4 pairs: 231 images; 2 pairs: 522 images;
53,40,1.8048,1024,0.002901,10 pairs: 38 images; 8 pairs: 85 images; 6 pairs: 147 images; 4 pairs: 236 images; 2 pairs: 517 images;
54,10,1.8112,1024,0.002927,10 pairs: 28 images; 8 pairs: 81 images; 6 pairs: 157 images; 4 pairs: 253 images; 2 pairs: 504 images;
54,20,1.7959,1024,0.002927,10 pairs: 42 images; 8 pairs: 66 images; 6 pairs: 149 images; 4 pairs: 251 images; 2 pairs: 516 images;
54,30,1.7899,1024,0.002927,10 pairs: 39 images; 8 pairs: 61 images; 6 pairs: 159 images; 4 pairs: 225 images; 2 pairs: 540 images;
54,40,1.8132,1024,0.002927,10 pairs: 25 images; 8 pairs: 62 images; 6 pairs: 148 images; 4 pairs: 253 images; 2 pairs: 536 images;
55,10,1.7860,1024,0.002949,10 pairs: 37 images; 8 pairs: 69 images; 6 pairs: 150 images; 4 pairs: 234 images; 2 pairs: 533 images;
55,20,1.8255,1024,0.002949,10 pairs: 42 images; 8 pairs: 55 images; 6 pairs: 162 images; 4 pairs: 246 images; 2 pairs: 518 images;
55,30,1.8266,1024,0.002949,10 pairs: 30 images; 8 pairs: 53 images; 6 pairs: 127 images; 4 pairs: 273 images; 2 pairs: 538 images;
55,40,1.7971,1024,0.002949,10 pairs: 32 images; 8 pairs: 70 images; 6 pairs: 153 images; 4 pairs: 235 images; 2 pairs: 534 images;
56,10,1.8163,1024,0.002967,10 pairs: 34 images; 8 pairs: 75 images; 6 pairs: 141 images; 4 pairs: 261 images; 2 pairs: 512 images;
56,20,1.8102,1024,0.002967,10 pairs: 35 images; 8 pairs: 55 images; 6 pairs: 149 images; 4 pairs: 233 images; 2 pairs: 552 images;
56,30,1.8332,1024,0.002967,10 pairs: 33 images; 8 pairs: 67 images; 6 pairs: 160 images; 4 pairs: 257 images; 2 pairs: 507 images;
56,40,1.8004,1024,0.002967,10 pairs: 32 images; 8 pairs: 51 images; 6 pairs: 147 images; 4 pairs: 256 images; 2 pairs: 538 images;
57,10,1.7994,1024,0.002982,10 pairs: 29 images; 8 pairs: 59 images; 6 pairs: 130 images; 4 pairs: 252 images; 2 pairs: 552 images;
57,20,1.8076,1024,0.002982,10 pairs: 20 images; 8 pairs: 55 images; 6 pairs: 142 images; 4 pairs: 253 images; 2 pairs: 554 images;
57,30,1.7977,1024,0.002982,10 pairs: 29 images; 8 pairs: 59 images; 6 pairs: 119 images; 4 pairs: 262 images; 2 pairs: 555 images;
57,40,1.8072,1024,0.002982,10 pairs: 26 images; 8 pairs: 54 images; 6 pairs: 126 images; 4 pairs: 249 images; 2 pairs: 569 images;
58,10,1.7935,1024,0.002992,10 pairs: 27 images; 8 pairs: 73 images; 6 pairs: 154 images; 4 pairs: 205 images; 2 pairs: 565 images;
58,20,1.8091,1024,0.002992,10 pairs: 14 images; 8 pairs: 58 images; 6 pairs: 137 images; 4 pairs: 252 images; 2 pairs: 563 images;
58,30,1.7892,1024,0.002992,10 pairs: 24 images; 8 pairs: 59 images; 6 pairs: 131 images; 4 pairs: 272 images; 2 pairs: 534 images;
58,40,1.8075,1024,0.002992,10 pairs: 22 images; 8 pairs: 64 images; 6 pairs: 129 images; 4 pairs: 251 images; 2 pairs: 556 images;
59,10,1.7940,1024,0.002998,10 pairs: 28 images; 8 pairs: 59 images; 6 pairs: 133 images; 4 pairs: 269 images; 2 pairs: 535 images;
59,20,1.8046,1024,0.002998,10 pairs: 25 images; 8 pairs: 72 images; 6 pairs: 154 images; 4 pairs: 224 images; 2 pairs: 548 images;
59,30,1.8068,1024,0.002998,10 pairs: 32 images; 8 pairs: 43 images; 6 pairs: 159 images; 4 pairs: 247 images; 2 pairs: 541 images;
59,40,1.7928,1024,0.002998,10 pairs: 22 images; 8 pairs: 64 images; 6 pairs: 138 images; 4 pairs: 248 images; 2 pairs: 551 images;
60,10,1.8005,1024,0.003000,10 pairs: 28 images; 8 pairs: 68 images; 6 pairs: 141 images; 4 pairs: 243 images; 2 pairs: 544 images;
60,20,1.8059,1024,0.003000,10 pairs: 22 images; 8 pairs: 64 images; 6 pairs: 140 images; 4 pairs: 234 images; 2 pairs: 564 images;
60,30,1.8144,1024,0.003000,10 pairs: 38 images; 8 pairs: 51 images; 6 pairs: 138 images; 4 pairs: 243 images; 2 pairs: 554 images;
60,40,1.8038,1024,0.003000,10 pairs: 34 images; 8 pairs: 60 images; 6 pairs: 134 images; 4 pairs: 252 images; 2 pairs: 543 images;
61,10,1.8067,1024,0.003000,10 pairs: 29 images; 8 pairs: 53 images; 6 pairs: 123 images; 4 pairs: 258 images; 2 pairs: 560 images;
61,20,1.7941,1024,0.003000,10 pairs: 22 images; 8 pairs: 51 images; 6 pairs: 158 images; 4 pairs: 239 images; 2 pairs: 554 images;
61,30,1.8027,1024,0.003000,10 pairs: 27 images; 8 pairs: 62 images; 6 pairs: 118 images; 4 pairs: 253 images; 2 pairs: 564 images;
61,40,1.8061,1024,0.003000,10 pairs: 23 images; 8 pairs: 61 images; 6 pairs: 138 images; 4 pairs: 236 images; 2 pairs: 564 images;
62,10,1.8043,1024,0.002998,10 pairs: 20 images; 8 pairs: 57 images; 6 pairs: 130 images; 4 pairs: 249 images; 2 pairs: 566 images;
62,20,1.7998,1024,0.002998,10 pairs: 29 images; 8 pairs: 58 images; 6 pairs: 139 images; 4 pairs: 255 images; 2 pairs: 543 images;
62,30,1.7972,1024,0.002998,10 pairs: 33 images; 8 pairs: 58 images; 6 pairs: 129 images; 4 pairs: 237 images; 2 pairs: 566 images;
62,40,1.7990,1024,0.002998,10 pairs: 22 images; 8 pairs: 57 images; 6 pairs: 104 images; 4 pairs: 259 images; 2 pairs: 582 images;
63,10,1.8006,1024,0.002997,10 pairs: 28 images; 8 pairs: 50 images; 6 pairs: 130 images; 4 pairs: 242 images; 2 pairs: 573 images;
63,20,1.7985,1024,0.002997,10 pairs: 27 images; 8 pairs: 67 images; 6 pairs: 156 images; 4 pairs: 225 images; 2 pairs: 549 images;
63,30,1.8141,1024,0.002997,10 pairs: 23 images; 8 pairs: 48 images; 6 pairs: 153 images; 4 pairs: 243 images; 2 pairs: 554 images;
63,40,1.7988,1024,0.002997,10 pairs: 24 images; 8 pairs: 48 images; 6 pairs: 126 images; 4 pairs: 268 images; 2 pairs: 556 images;
64,10,1.7755,1024,0.002994,10 pairs: 25 images; 8 pairs: 50 images; 6 pairs: 105 images; 4 pairs: 263 images; 2 pairs: 581 images;
64,20,1.7867,1024,0.002994,10 pairs: 23 images; 8 pairs: 59 images; 6 pairs: 136 images; 4 pairs: 233 images; 2 pairs: 572 images;
64,30,1.7906,1024,0.002994,10 pairs: 24 images; 8 pairs: 53 images; 6 pairs: 153 images; 4 pairs: 241 images; 2 pairs: 551 images;
64,40,1.8014,1024,0.002994,10 pairs: 38 images; 8 pairs: 52 images; 6 pairs: 115 images; 4 pairs: 262 images; 2 pairs: 557 images;
65,10,1.8015,1024,0.002991,10 pairs: 27 images; 8 pairs: 56 images; 6 pairs: 137 images; 4 pairs: 228 images; 2 pairs: 575 images;
65,20,1.8085,1024,0.002991,10 pairs: 25 images; 8 pairs: 55 images; 6 pairs: 142 images; 4 pairs: 239 images; 2 pairs: 563 images;
65,30,1.7982,1024,0.002991,10 pairs: 14 images; 8 pairs: 31 images; 6 pairs: 144 images; 4 pairs: 232 images; 2 pairs: 603 images;
65,40,1.7787,1024,0.002991,10 pairs: 19 images; 8 pairs: 60 images; 6 pairs: 109 images; 4 pairs: 258 images; 2 pairs: 575 images;
66,10,1.7906,1024,0.002986,10 pairs: 17 images; 8 pairs: 66 images; 6 pairs: 137 images; 4 pairs: 244 images; 2 pairs: 560 images;
66,20,1.7900,1024,0.002986,10 pairs: 21 images; 8 pairs: 53 images; 6 pairs: 131 images; 4 pairs: 247 images; 2 pairs: 570 images;
66,30,1.7861,1024,0.002986,10 pairs: 26 images; 8 pairs: 48 images; 6 pairs: 137 images; 4 pairs: 251 images; 2 pairs: 560 images;
66,40,1.8057,1024,0.002986,10 pairs: 23 images; 8 pairs: 53 images; 6 pairs: 140 images; 4 pairs: 213 images; 2 pairs: 592 images;
67,10,1.8098,1024,0.002982,10 pairs: 20 images; 8 pairs: 58 images; 6 pairs: 122 images; 4 pairs: 211 images; 2 pairs: 612 images;
67,20,1.7809,1024,0.002982,10 pairs: 21 images; 8 pairs: 52 images; 6 pairs: 129 images; 4 pairs: 243 images; 2 pairs: 578 images;
67,30,1.7885,1024,0.002982,10 pairs: 23 images; 8 pairs: 58 images; 6 pairs: 129 images; 4 pairs: 266 images; 2 pairs: 547 images;
67,40,1.7819,1024,0.002982,10 pairs: 15 images; 8 pairs: 59 images; 6 pairs: 127 images; 4 pairs: 246 images; 2 pairs: 577 images;
68,10,1.8052,1024,0.002976,10 pairs: 26 images; 8 pairs: 51 images; 6 pairs: 115 images; 4 pairs: 248 images; 2 pairs: 582 images;
68,20,1.7986,1024,0.002976,10 pairs: 19 images; 8 pairs: 55 images; 6 pairs: 116 images; 4 pairs: 236 images; 2 pairs: 598 images;
68,30,1.7859,1024,0.002976,10 pairs: 17 images; 8 pairs: 60 images; 6 pairs: 122 images; 4 pairs: 237 images; 2 pairs: 587 images;
68,40,1.7705,1024,0.002976,10 pairs: 19 images; 8 pairs: 74 images; 6 pairs: 115 images; 4 pairs: 259 images; 2 pairs: 557 images;
69,10,1.7891,1024,0.002970,10 pairs: 28 images; 8 pairs: 57 images; 6 pairs: 117 images; 4 pairs: 253 images; 2 pairs: 569 images;
69,20,1.7836,1024,0.002970,10 pairs: 19 images; 8 pairs: 61 images; 6 pairs: 115 images; 4 pairs: 252 images; 2 pairs: 577 images;
69,30,1.7926,1024,0.002970,10 pairs: 26 images; 8 pairs: 53 images; 6 pairs: 120 images; 4 pairs: 243 images; 2 pairs: 581 images;
69,40,1.7696,1024,0.002970,10 pairs: 18 images; 8 pairs: 42 images; 6 pairs: 126 images; 4 pairs: 238 images; 2 pairs: 599 images;
70,10,1.7687,1024,0.002962,10 pairs: 29 images; 8 pairs: 59 images; 6 pairs: 108 images; 4 pairs: 258 images; 2 pairs: 570 images;
70,20,1.8276,1024,0.002962,10 pairs: 24 images; 8 pairs: 53 images; 6 pairs: 140 images; 4 pairs: 239 images; 2 pairs: 568 images;
70,30,1.8006,1024,0.002962,10 pairs: 28 images; 8 pairs: 54 images; 6 pairs: 117 images; 4 pairs: 230 images; 2 pairs: 594 images;
70,40,1.7807,1024,0.002962,10 pairs: 29 images; 8 pairs: 59 images; 6 pairs: 113 images; 4 pairs: 218 images; 2 pairs: 605 images;
71,10,1.7769,1024,0.002955,10 pairs: 32 images; 8 pairs: 56 images; 6 pairs: 126 images; 4 pairs: 246 images; 2 pairs: 564 images;
71,20,1.7645,1024,0.002955,10 pairs: 17 images; 8 pairs: 48 images; 6 pairs: 107 images; 4 pairs: 244 images; 2 pairs: 606 images;
71,30,1.7648,1024,0.002955,10 pairs: 10 images; 8 pairs: 47 images; 6 pairs: 127 images; 4 pairs: 239 images; 2 pairs: 601 images;
71,40,1.7927,1024,0.002955,10 pairs: 16 images; 8 pairs: 51 images; 6 pairs: 117 images; 4 pairs: 243 images; 2 pairs: 596 images;
72,10,1.7730,1024,0.002946,10 pairs: 20 images; 8 pairs: 43 images; 6 pairs: 115 images; 4 pairs: 222 images; 2 pairs: 624 images;
72,20,1.7678,1024,0.002946,10 pairs: 16 images; 8 pairs: 38 images; 6 pairs: 114 images; 4 pairs: 255 images; 2 pairs: 600 images;
72,30,1.7823,1024,0.002946,10 pairs: 27 images; 8 pairs: 43 images; 6 pairs: 138 images; 4 pairs: 232 images; 2 pairs: 582 images;
72,40,1.7776,1024,0.002946,10 pairs: 26 images; 8 pairs: 50 images; 6 pairs: 113 images; 4 pairs: 234 images; 2 pairs: 601 images;
73,10,1.7741,1024,0.002937,10 pairs: 23 images; 8 pairs: 45 images; 6 pairs: 130 images; 4 pairs: 232 images; 2 pairs: 594 images;
73,20,1.7714,1024,0.002937,10 pairs: 22 images; 8 pairs: 50 images; 6 pairs: 136 images; 4 pairs: 243 images; 2 pairs: 573 images;
73,30,1.7772,1024,0.002937,10 pairs: 24 images; 8 pairs: 54 images; 6 pairs: 122 images; 4 pairs: 240 images; 2 pairs: 582 images;
73,40,1.7761,1024,0.002937,10 pairs: 23 images; 8 pairs: 50 images; 6 pairs: 111 images; 4 pairs: 257 images; 2 pairs: 583 images;
74,10,1.7716,1024,0.002927,10 pairs: 22 images; 8 pairs: 55 images; 6 pairs: 127 images; 4 pairs: 235 images; 2 pairs: 585 images;
74,20,1.7775,1024,0.002927,10 pairs: 22 images; 8 pairs: 44 images; 6 pairs: 123 images; 4 pairs: 240 images; 2 pairs: 593 images;
74,30,1.7797,1024,0.002927,10 pairs: 25 images; 8 pairs: 48 images; 6 pairs: 115 images; 4 pairs: 244 images; 2 pairs: 591 images;
74,40,1.7613,1024,0.002927,10 pairs: 17 images; 8 pairs: 62 images; 6 pairs: 127 images; 4 pairs: 236 images; 2 pairs: 582 images;
75,10,1.7624,1024,0.002916,10 pairs: 22 images; 8 pairs: 50 images; 6 pairs: 125 images; 4 pairs: 219 images; 2 pairs: 606 images;
75,20,1.7930,1024,0.002916,10 pairs: 27 images; 8 pairs: 47 images; 6 pairs: 103 images; 4 pairs: 226 images; 2 pairs: 618 images;
75,30,1.7838,1024,0.002916,10 pairs: 24 images; 8 pairs: 41 images; 6 pairs: 118 images; 4 pairs: 240 images; 2 pairs: 600 images;
75,40,1.7715,1024,0.002916,10 pairs: 24 images; 8 pairs: 37 images; 6 pairs: 104 images; 4 pairs: 248 images; 2 pairs: 610 images;
76,10,1.7993,1024,0.002904,10 pairs: 18 images; 8 pairs: 48 images; 6 pairs: 126 images; 4 pairs: 224 images; 2 pairs: 606 images;
76,20,1.7793,1024,0.002904,10 pairs: 23 images; 8 pairs: 43 images; 6 pairs: 120 images; 4 pairs: 238 images; 2 pairs: 600 images;
76,30,1.7773,1024,0.002904,10 pairs: 18 images; 8 pairs: 51 images; 6 pairs: 122 images; 4 pairs: 232 images; 2 pairs: 599 images;
76,40,1.7590,1024,0.002904,10 pairs: 22 images; 8 pairs: 58 images; 6 pairs: 89 images; 4 pairs: 243 images; 2 pairs: 612 images;
77,10,1.7712,1024,0.002892,10 pairs: 19 images; 8 pairs: 55 images; 6 pairs: 125 images; 4 pairs: 210 images; 2 pairs: 614 images;
77,20,1.7647,1024,0.002892,10 pairs: 19 images; 8 pairs: 57 images; 6 pairs: 135 images; 4 pairs: 195 images; 2 pairs: 618 images;
77,30,1.7592,1024,0.002892,10 pairs: 15 images; 8 pairs: 51 images; 6 pairs: 113 images; 4 pairs: 223 images; 2 pairs: 621 images;
77,40,1.7780,1024,0.002892,10 pairs: 17 images; 8 pairs: 40 images; 6 pairs: 137 images; 4 pairs: 213 images; 2 pairs: 615 images;
78,10,1.7756,1024,0.002879,10 pairs: 24 images; 8 pairs: 44 images; 6 pairs: 131 images; 4 pairs: 212 images; 2 pairs: 612 images;
78,20,1.7827,1024,0.002879,10 pairs: 23 images; 8 pairs: 56 images; 6 pairs: 109 images; 4 pairs: 215 images; 2 pairs: 620 images;
78,30,1.7724,1024,0.002879,10 pairs: 13 images; 8 pairs: 46 images; 6 pairs: 112 images; 4 pairs: 214 images; 2 pairs: 638 images;
78,40,1.7822,1024,0.002879,10 pairs: 15 images; 8 pairs: 43 images; 6 pairs: 117 images; 4 pairs: 234 images; 2 pairs: 615 images;
79,10,1.7799,1024,0.002866,10 pairs: 15 images; 8 pairs: 50 images; 6 pairs: 134 images; 4 pairs: 220 images; 2 pairs: 604 images;
79,20,1.7747,1024,0.002866,10 pairs: 13 images; 8 pairs: 39 images; 6 pairs: 102 images; 4 pairs: 225 images; 2 pairs: 645 images;
79,30,1.7568,1024,0.002866,10 pairs: 20 images; 8 pairs: 43 images; 6 pairs: 102 images; 4 pairs: 231 images; 2 pairs: 626 images;
79,40,1.7751,1024,0.002866,10 pairs: 16 images; 8 pairs: 52 images; 6 pairs: 118 images; 4 pairs: 199 images; 2 pairs: 637 images;
80,10,1.7605,1024,0.002851,10 pairs: 15 images; 8 pairs: 47 images; 6 pairs: 117 images; 4 pairs: 242 images; 2 pairs: 602 images;
80,20,1.7887,1024,0.002851,10 pairs: 16 images; 8 pairs: 51 images; 6 pairs: 106 images; 4 pairs: 255 images; 2 pairs: 592 images;
80,30,1.7663,1024,0.002851,10 pairs: 22 images; 8 pairs: 41 images; 6 pairs: 112 images; 4 pairs: 224 images; 2 pairs: 625 images;
80,40,1.7406,1024,0.002851,10 pairs: 14 images; 8 pairs: 39 images; 6 pairs: 127 images; 4 pairs: 229 images; 2 pairs: 615 images;
81,10,1.7526,1024,0.002837,10 pairs: 21 images; 8 pairs: 46 images; 6 pairs: 106 images; 4 pairs: 212 images; 2 pairs: 638 images;
81,20,1.7756,1024,0.002837,10 pairs: 16 images; 8 pairs: 42 images; 6 pairs: 130 images; 4 pairs: 235 images; 2 pairs: 601 images;
81,30,1.7611,1024,0.002837,10 pairs: 13 images; 8 pairs: 54 images; 6 pairs: 82 images; 4 pairs: 235 images; 2 pairs: 640 images;
81,40,1.7734,1024,0.002837,10 pairs: 15 images; 8 pairs: 41 images; 6 pairs: 107 images; 4 pairs: 247 images; 2 pairs: 613 images;
82,10,1.7886,1024,0.002821,10 pairs: 24 images; 8 pairs: 42 images; 6 pairs: 117 images; 4 pairs: 225 images; 2 pairs: 616 images;
82,20,1.7796,1024,0.002821,10 pairs: 17 images; 8 pairs: 33 images; 6 pairs: 91 images; 4 pairs: 237 images; 2 pairs: 646 images;
82,30,1.7818,1024,0.002821,10 pairs: 19 images; 8 pairs: 47 images; 6 pairs: 104 images; 4 pairs: 232 images; 2 pairs: 621 images;
82,40,1.7686,1024,0.002821,10 pairs: 19 images; 8 pairs: 39 images; 6 pairs: 123 images; 4 pairs: 222 images; 2 pairs: 620 images;
83,10,1.7668,1024,0.002805,10 pairs: 16 images; 8 pairs: 51 images; 6 pairs: 105 images; 4 pairs: 231 images; 2 pairs: 621 images;
83,20,1.7741,1024,0.002805,10 pairs: 25 images; 8 pairs: 52 images; 6 pairs: 120 images; 4 pairs: 228 images; 2 pairs: 599 images;
83,30,1.7658,1024,0.002805,10 pairs: 16 images; 8 pairs: 48 images; 6 pairs: 80 images; 4 pairs: 255 images; 2 pairs: 625 images;
83,40,1.7892,1024,0.002805,10 pairs: 12 images; 8 pairs: 53 images; 6 pairs: 115 images; 4 pairs: 242 images; 2 pairs: 602 images;
84,10,1.7618,1024,0.002788,10 pairs: 15 images; 8 pairs: 47 images; 6 pairs: 111 images; 4 pairs: 223 images; 2 pairs: 628 images;
84,20,1.7666,1024,0.002788,10 pairs: 12 images; 8 pairs: 50 images; 6 pairs: 109 images; 4 pairs: 220 images; 2 pairs: 633 images;
84,30,1.7487,1024,0.002788,10 pairs: 22 images; 8 pairs: 46 images; 6 pairs: 112 images; 4 pairs: 226 images; 2 pairs: 617 images;
84,40,1.7749,1024,0.002788,10 pairs: 14 images; 8 pairs: 50 images; 6 pairs: 92 images; 4 pairs: 269 images; 2 pairs: 599 images;
85,10,1.7542,1024,0.002770,10 pairs: 12 images; 8 pairs: 54 images; 6 pairs: 88 images; 4 pairs: 231 images; 2 pairs: 639 images;
85,20,1.7777,1024,0.002770,10 pairs: 13 images; 8 pairs: 59 images; 6 pairs: 115 images; 4 pairs: 233 images; 2 pairs: 604 images;
85,30,1.7723,1024,0.002770,10 pairs: 19 images; 8 pairs: 39 images; 6 pairs: 108 images; 4 pairs: 222 images; 2 pairs: 636 images;
85,40,1.7824,1024,0.002770,10 pairs: 26 images; 8 pairs: 42 images; 6 pairs: 111 images; 4 pairs: 190 images; 2 pairs: 654 images;
86,10,1.7624,1024,0.002752,10 pairs: 8 images; 8 pairs: 45 images; 6 pairs: 103 images; 4 pairs: 216 images; 2 pairs: 652 images;
86,20,1.7587,1024,0.002752,10 pairs: 13 images; 8 pairs: 41 images; 6 pairs: 106 images; 4 pairs: 255 images; 2 pairs: 609 images;
86,30,1.7494,1024,0.002752,10 pairs: 24 images; 8 pairs: 43 images; 6 pairs: 116 images; 4 pairs: 215 images; 2 pairs: 626 images;
86,40,1.7794,1024,0.002752,10 pairs: 11 images; 8 pairs: 51 images; 6 pairs: 103 images; 4 pairs: 229 images; 2 pairs: 630 images;
87,10,1.7783,1024,0.002733,10 pairs: 17 images; 8 pairs: 55 images; 6 pairs: 108 images; 4 pairs: 228 images; 2 pairs: 616 images;
87,20,1.7586,1024,0.002733,10 pairs: 16 images; 8 pairs: 49 images; 6 pairs: 140 images; 4 pairs: 203 images; 2 pairs: 616 images;
87,30,1.7567,1024,0.002733,10 pairs: 20 images; 8 pairs: 31 images; 6 pairs: 84 images; 4 pairs: 245 images; 2 pairs: 643 images;
87,40,1.7735,1024,0.002733,10 pairs: 20 images; 8 pairs: 49 images; 6 pairs: 92 images; 4 pairs: 215 images; 2 pairs: 648 images;
88,10,1.7429,1024,0.002714,10 pairs: 15 images; 8 pairs: 34 images; 6 pairs: 113 images; 4 pairs: 230 images; 2 pairs: 632 images;
88,20,1.7662,1024,0.002714,10 pairs: 17 images; 8 pairs: 38 images; 6 pairs: 128 images; 4 pairs: 220 images; 2 pairs: 621 images;
88,30,1.7546,1024,0.002714,10 pairs: 10 images; 8 pairs: 32 images; 6 pairs: 103 images; 4 pairs: 206 images; 2 pairs: 673 images;
88,40,1.7500,1024,0.002714,10 pairs: 13 images; 8 pairs: 44 images; 6 pairs: 102 images; 4 pairs: 222 images; 2 pairs: 643 images;
89,10,1.7450,1024,0.002693,10 pairs: 20 images; 8 pairs: 41 images; 6 pairs: 97 images; 4 pairs: 223 images; 2 pairs: 642 images;
89,20,1.7432,1024,0.002693,10 pairs: 16 images; 8 pairs: 39 images; 6 pairs: 99 images; 4 pairs: 215 images; 2 pairs: 654 images;
89,30,1.7730,1024,0.002693,10 pairs: 8 images; 8 pairs: 49 images; 6 pairs: 103 images; 4 pairs: 225 images; 2 pairs: 638 images;
