Epoch,Batch,Loss,Valid Samples,Learning Rate,Key-Value Pair Counts
1,10,2.2943,256,0.000100,10 pairs: 256 images;
1,20,2.2763,256,0.000100,10 pairs: 255 images; 4 pairs: 1 images;
1,30,2.2652,256,0.000100,10 pairs: 254 images; 4 pairs: 1 images;
1,40,2.2600,256,0.000100,10 pairs: 255 images; 8 pairs: 1 images;
1,50,2.2191,256,0.000100,10 pairs: 253 images; 8 pairs: 1 images; 4 pairs: 2 images;
1,60,2.2547,256,0.000100,10 pairs: 254 images; 8 pairs: 1 images; 4 pairs: 1 images;
1,70,2.2261,256,0.000100,10 pairs: 253 images; 8 pairs: 1 images; 4 pairs: 2 images;
1,80,2.2210,256,0.000100,10 pairs: 250 images; 8 pairs: 2 images; 4 pairs: 4 images;
1,90,2.1987,256,0.000100,10 pairs: 244 images; 8 pairs: 5 images; 4 pairs: 7 images;
1,100,2.1971,256,0.000100,10 pairs: 241 images; 8 pairs: 3 images; 6 pairs: 1 images; 4 pairs: 10 images; 2 pairs: 1 images;
1,110,2.2309,256,0.000100,10 pairs: 242 images; 8 pairs: 6 images; 4 pairs: 8 images;
1,120,2.1830,256,0.000100,10 pairs: 233 images; 8 pairs: 7 images; 6 pairs: 1 images; 4 pairs: 15 images;
1,130,2.1756,256,0.000100,10 pairs: 230 images; 8 pairs: 7 images; 6 pairs: 3 images; 4 pairs: 16 images;
1,140,2.1900,256,0.000100,10 pairs: 232 images; 8 pairs: 5 images; 6 pairs: 3 images; 4 pairs: 14 images; 2 pairs: 2 images;
1,150,2.1576,256,0.000100,10 pairs: 219 images; 8 pairs: 16 images; 6 pairs: 4 images; 4 pairs: 17 images;
1,160,2.1577,256,0.000100,10 pairs: 217 images; 8 pairs: 13 images; 6 pairs: 8 images; 4 pairs: 16 images; 2 pairs: 2 images;
1,170,2.1674,256,0.000100,10 pairs: 219 images; 8 pairs: 2 images; 6 pairs: 8 images; 4 pairs: 23 images; 2 pairs: 4 images;
1,180,2.1537,256,0.000100,10 pairs: 211 images; 8 pairs: 7 images; 6 pairs: 9 images; 4 pairs: 27 images; 2 pairs: 2 images;
1,190,2.1343,256,0.000100,10 pairs: 204 images; 8 pairs: 9 images; 6 pairs: 10 images; 4 pairs: 30 images; 2 pairs: 3 images;
2,10,2.1603,256,0.000102,10 pairs: 201 images; 8 pairs: 16 images; 6 pairs: 10 images; 4 pairs: 23 images; 2 pairs: 6 images;
2,20,2.0909,256,0.000102,10 pairs: 191 images; 8 pairs: 17 images; 6 pairs: 17 images; 4 pairs: 26 images; 2 pairs: 5 images;
2,30,2.1579,256,0.000102,10 pairs: 195 images; 8 pairs: 17 images; 6 pairs: 13 images; 4 pairs: 30 images; 2 pairs: 1 images;
2,40,2.1471,256,0.000102,10 pairs: 184 images; 8 pairs: 24 images; 6 pairs: 17 images; 4 pairs: 29 images; 2 pairs: 2 images;
2,50,2.1482,256,0.000102,10 pairs: 193 images; 8 pairs: 17 images; 6 pairs: 14 images; 4 pairs: 30 images; 2 pairs: 2 images;
2,60,2.1094,256,0.000102,10 pairs: 174 images; 8 pairs: 19 images; 6 pairs: 22 images; 4 pairs: 34 images; 2 pairs: 7 images;
2,70,2.1225,256,0.000102,10 pairs: 172 images; 8 pairs: 26 images; 6 pairs: 24 images; 4 pairs: 27 images; 2 pairs: 7 images;
2,80,2.1446,256,0.000102,10 pairs: 169 images; 8 pairs: 26 images; 6 pairs: 25 images; 4 pairs: 29 images; 2 pairs: 7 images;
2,90,2.1129,256,0.000102,10 pairs: 174 images; 8 pairs: 22 images; 6 pairs: 20 images; 4 pairs: 27 images; 2 pairs: 13 images;
2,100,2.1116,256,0.000102,10 pairs: 160 images; 8 pairs: 22 images; 6 pairs: 24 images; 4 pairs: 44 images; 2 pairs: 6 images;
2,110,2.1529,256,0.000102,10 pairs: 172 images; 8 pairs: 24 images; 6 pairs: 19 images; 4 pairs: 32 images; 2 pairs: 8 images;
2,120,2.1103,256,0.000102,10 pairs: 168 images; 8 pairs: 24 images; 6 pairs: 22 images; 4 pairs: 29 images; 2 pairs: 13 images;
2,130,2.0669,256,0.000102,10 pairs: 160 images; 8 pairs: 30 images; 6 pairs: 19 images; 4 pairs: 39 images; 2 pairs: 8 images;
2,140,2.0787,256,0.000102,10 pairs: 162 images; 8 pairs: 24 images; 6 pairs: 23 images; 4 pairs: 37 images; 2 pairs: 10 images;
2,150,2.0850,256,0.000102,10 pairs: 158 images; 8 pairs: 27 images; 6 pairs: 27 images; 4 pairs: 37 images; 2 pairs: 7 images;
2,160,2.1141,256,0.000102,10 pairs: 151 images; 8 pairs: 27 images; 6 pairs: 30 images; 4 pairs: 39 images; 2 pairs: 9 images;
2,170,2.0681,256,0.000102,10 pairs: 152 images; 8 pairs: 29 images; 6 pairs: 29 images; 4 pairs: 37 images; 2 pairs: 9 images;
2,180,2.0867,256,0.000102,10 pairs: 142 images; 8 pairs: 24 images; 6 pairs: 40 images; 4 pairs: 35 images; 2 pairs: 15 images;
2,190,2.1165,256,0.000102,10 pairs: 156 images; 8 pairs: 23 images; 6 pairs: 28 images; 4 pairs: 40 images; 2 pairs: 9 images;
3,10,2.0638,256,0.000107,10 pairs: 135 images; 8 pairs: 44 images; 6 pairs: 32 images; 4 pairs: 36 images; 2 pairs: 9 images;
3,20,2.0949,256,0.000107,10 pairs: 145 images; 8 pairs: 26 images; 6 pairs: 37 images; 4 pairs: 33 images; 2 pairs: 15 images;
3,30,2.1178,256,0.000107,10 pairs: 126 images; 8 pairs: 40 images; 6 pairs: 43 images; 4 pairs: 39 images; 2 pairs: 8 images;
3,40,2.0760,256,0.000107,10 pairs: 133 images; 8 pairs: 26 images; 6 pairs: 31 images; 4 pairs: 53 images; 2 pairs: 13 images;
3,50,2.0421,256,0.000107,10 pairs: 121 images; 8 pairs: 40 images; 6 pairs: 33 images; 4 pairs: 42 images; 2 pairs: 20 images;
3,60,2.0619,256,0.000107,10 pairs: 121 images; 8 pairs: 40 images; 6 pairs: 40 images; 4 pairs: 42 images; 2 pairs: 13 images;
3,70,2.0908,256,0.000107,10 pairs: 130 images; 8 pairs: 31 images; 6 pairs: 40 images; 4 pairs: 42 images; 2 pairs: 13 images;
3,80,2.0873,256,0.000107,10 pairs: 129 images; 8 pairs: 33 images; 6 pairs: 40 images; 4 pairs: 37 images; 2 pairs: 17 images;
3,90,2.0613,256,0.000107,10 pairs: 118 images; 8 pairs: 34 images; 6 pairs: 34 images; 4 pairs: 47 images; 2 pairs: 23 images;
3,100,2.0285,256,0.000107,10 pairs: 116 images; 8 pairs: 27 images; 6 pairs: 48 images; 4 pairs: 43 images; 2 pairs: 22 images;
3,110,2.0341,256,0.000107,10 pairs: 115 images; 8 pairs: 32 images; 6 pairs: 43 images; 4 pairs: 50 images; 2 pairs: 16 images;
3,120,2.0637,256,0.000107,10 pairs: 116 images; 8 pairs: 37 images; 6 pairs: 41 images; 4 pairs: 47 images; 2 pairs: 15 images;
3,130,2.0620,256,0.000107,10 pairs: 115 images; 8 pairs: 26 images; 6 pairs: 47 images; 4 pairs: 48 images; 2 pairs: 20 images;
3,140,2.0718,256,0.000107,10 pairs: 115 images; 8 pairs: 38 images; 6 pairs: 39 images; 4 pairs: 52 images; 2 pairs: 12 images;
3,150,2.0683,256,0.000107,10 pairs: 109 images; 8 pairs: 32 images; 6 pairs: 45 images; 4 pairs: 53 images; 2 pairs: 17 images;
3,160,2.0400,256,0.000107,10 pairs: 123 images; 8 pairs: 30 images; 6 pairs: 43 images; 4 pairs: 39 images; 2 pairs: 21 images;
3,170,2.0329,256,0.000107,10 pairs: 103 images; 8 pairs: 35 images; 6 pairs: 41 images; 4 pairs: 57 images; 2 pairs: 20 images;
3,180,2.0828,256,0.000107,10 pairs: 117 images; 8 pairs: 41 images; 6 pairs: 41 images; 4 pairs: 40 images; 2 pairs: 17 images;
3,190,2.0714,256,0.000107,10 pairs: 106 images; 8 pairs: 41 images; 6 pairs: 48 images; 4 pairs: 40 images; 2 pairs: 21 images;
4,10,2.0426,256,0.000115,10 pairs: 93 images; 8 pairs: 36 images; 6 pairs: 56 images; 4 pairs: 43 images; 2 pairs: 28 images;
4,20,2.0285,256,0.000115,10 pairs: 113 images; 8 pairs: 32 images; 6 pairs: 42 images; 4 pairs: 47 images; 2 pairs: 22 images;
4,30,2.0391,256,0.000115,10 pairs: 97 images; 8 pairs: 34 images; 6 pairs: 54 images; 4 pairs: 52 images; 2 pairs: 19 images;
4,40,2.0469,256,0.000115,10 pairs: 102 images; 8 pairs: 37 images; 6 pairs: 54 images; 4 pairs: 47 images; 2 pairs: 16 images;
4,50,2.0484,256,0.000115,10 pairs: 108 images; 8 pairs: 26 images; 6 pairs: 45 images; 4 pairs: 57 images; 2 pairs: 20 images;
4,60,2.0339,256,0.000115,10 pairs: 100 images; 8 pairs: 28 images; 6 pairs: 52 images; 4 pairs: 54 images; 2 pairs: 22 images;
4,70,2.0478,256,0.000115,10 pairs: 94 images; 8 pairs: 39 images; 6 pairs: 48 images; 4 pairs: 47 images; 2 pairs: 27 images;
4,80,2.0431,256,0.000115,10 pairs: 79 images; 8 pairs: 40 images; 6 pairs: 59 images; 4 pairs: 58 images; 2 pairs: 20 images;
4,90,2.0356,256,0.000115,10 pairs: 99 images; 8 pairs: 43 images; 6 pairs: 45 images; 4 pairs: 46 images; 2 pairs: 21 images;
4,100,2.0235,256,0.000115,10 pairs: 94 images; 8 pairs: 44 images; 6 pairs: 46 images; 4 pairs: 53 images; 2 pairs: 19 images;
4,110,2.0450,256,0.000115,10 pairs: 112 images; 8 pairs: 26 images; 6 pairs: 48 images; 4 pairs: 44 images; 2 pairs: 26 images;
4,120,2.0367,256,0.000115,10 pairs: 98 images; 8 pairs: 32 images; 6 pairs: 59 images; 4 pairs: 45 images; 2 pairs: 22 images;
